FLaSHLogNumber,Project,Date,Station,Species,SerialNumber,PreyType,PreyLengthSpecies,PreyLength,Estimate,PreyWeight
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.3,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.3,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.3,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.3,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.3,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.3,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.3,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.3,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.3,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.6,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,3,G,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.8,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.8,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.8,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.8,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.8,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,0.9,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.1,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.2,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.3,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.3,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.3,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.3,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.3,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.3,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,juvenile Corophium,1.6,,
561,SKT,3/6/2012 0:00,804,delta smelt,4581,Corophium,A. spinicorne,3,,
562,FMWT,12/12/2011 0:00,706,delta smelt,3326,Corophium,juvenile Corophium,1,,
562,FMWT,12/12/2011 0:00,706,delta smelt,3326,Corophium,juvenile Corophium,1.1,,
562,FMWT,12/12/2011 0:00,706,delta smelt,3326,Corophium,juvenile Corophium,1,G,
562,FMWT,12/12/2011 0:00,706,delta smelt,3326,Corophium,juvenile Corophium,1.1,G,
562,FMWT,12/12/2011 0:00,706,delta smelt,3326,Corophium,juvenile Corophium,1,G,
562,FMWT,12/12/2011 0:00,706,delta smelt,3326,Corophium,A. spinicorne,1.1,G,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,Unid Corophium,3.9,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.7,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.6,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.6,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.2,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.2,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.2,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.2,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.2,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.2,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.2,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.2,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
563,SKT,3/6/2012 0:00,804,delta smelt,4582,Corophium,juvenile Corophium,1.1,,
